"left","right","status","reason"
"MV-11","BD-04","orthogonal","different decision"
"MV-11","BD-05","orthogonal","different decision"
"MV-11","BD-06","orthogonal","different decision"
"MV-11","BD-07","orthogonal","different decision"
"MV-11","AR-01","orthogonal","different decision"
"MV-11","AR-02","orthogonal","different decision"
"MV-11","AR-03","orthogonal","different decision"
"MV-11","AR-04","orthogonal","different decision"
"MV-11","AR-05","orthogonal","different decision"
"MV-11","AR-06","orthogonal","different decision"
"MV-11","AR-07","orthogonal","different decision"
"MV-11","AR-08","orthogonal","different decision"
"MV-11","AR-09","orthogonal","different decision"
"MV-11","AR-10","orthogonal","different decision"
"MV-11","AR-11","orthogonal","different decision"
"MV-11","AR-12","orthogonal","different decision"
"MV-11","AR-13","orthogonal","different decision"
"MV-11","AR-14","orthogonal","different decision"
"MV-11","AR-15","orthogonal","different decision"
"MV-11","MV-01","orthogonal","different decision"
"MV-11","MV-02","orthogonal","different decision"
"MV-11","MV-03","orthogonal","different decision"
"MV-11","MV-04","orthogonal","different decision"
"MV-11","MV-05","orthogonal","different decision"
"MV-11","MV-06","orthogonal","different decision"
"MV-11","MV-07","orthogonal","different decision"
"MV-11","MV-08","orthogonal","different decision"
"MV-11","MV-09","orthogonal","different decision"
"MV-11","MV-10","orthogonal","different decision"
"MV-11","MV-11","self","same rule"
"MV-11","MV-12","compatible","disjoint conditions"
"MV-11","MV-13","orthogonal","different decision"
"MV-11","MV-14","orthogonal","different decision"
"MV-11","MV-15","orthogonal","different decision"
"MV-11","MV-16","orthogonal","different decision"
"MV-11","MV-17","orthogonal","different decision"
"MV-11","MV-18","orthogonal","different decision"
"MV-11","MV-19","orthogonal","different decision"
"MV-11","MV-20","orthogonal","different decision"
"MV-11","MV-21","orthogonal","different decision"
"MV-11","MV-22","orthogonal","different decision"
"MV-11","MV-23","orthogonal","different decision"
"MV-11","MV-24","orthogonal","different decision"
"MV-11","VS-01","orthogonal","different decision"
"MV-11","VS-02","orthogonal","different decision"
"MV-11","VS-03","orthogonal","different decision"
"MV-11","VS-04","orthogonal","different decision"
"MV-11","VS-05","orthogonal","different decision"
"MV-11","VS-06","orthogonal","different decision"
"MV-11","VS-07","orthogonal","different decision"
"MV-11","VS-08","orthogonal","different decision"
"MV-11","VS-09","orthogonal","different decision"
"MV-11","DP-01","orthogonal","different decision"
"MV-11","DP-02","orthogonal","different decision"
"MV-11","DP-03","orthogonal","different decision"
"MV-11","DP-04","orthogonal","different decision"
"MV-11","DP-05","orthogonal","different decision"
"MV-11","DP-06","orthogonal","different decision"
"MV-11","DP-07","orthogonal","different decision"
"MV-11","DP-08","orthogonal","different decision"
"MV-11","DP-09","orthogonal","different decision"
"MV-11","DP-10","orthogonal","different decision"
"MV-11","DP-11","orthogonal","different decision"
"MV-11","DP-13","orthogonal","different decision"
"MV-11","DP-12","orthogonal","different decision"
"MV-11","JS-01","orthogonal","different decision"
"MV-11","JS-02","orthogonal","different decision"
"MV-11","JS-03","orthogonal","different decision"
"MV-11","JS-04","orthogonal","different decision"
"MV-11","JS-05","orthogonal","different decision"
"MV-11","JS-06","orthogonal","different decision"
"MV-11","JS-07","orthogonal","different decision"
"MV-11","JS-08","orthogonal","different decision"
"MV-11","JS-09","orthogonal","different decision"
"MV-11","JS-10","orthogonal","different decision"
"MV-11","KB-01","orthogonal","different decision"
"MV-11","KB-02","orthogonal","different decision"
"MV-11","KB-03","orthogonal","different decision"
"MV-11","KB-04","orthogonal","different decision"
"MV-11","KB-05","orthogonal","different decision"
"MV-11","KB-06","orthogonal","different decision"
"MV-11","KB-07","orthogonal","different decision"
"MV-11","KB-08","orthogonal","different decision"
"MV-11","KB-09","orthogonal","different decision"
"MV-11","KB-10","orthogonal","different decision"
"MV-11","KB-11","orthogonal","different decision"
"MV-11","KB-12","orthogonal","different decision"
"MV-11","KB-13","orthogonal","different decision"
"MV-11","KB-15","orthogonal","different decision"
"MV-11","KB-14","orthogonal","different decision"
"MV-11","SV-01","orthogonal","different decision"
"MV-11","SV-02","orthogonal","different decision"
"MV-11","SV-03","orthogonal","different decision"
"MV-11","SV-04","orthogonal","different decision"
"MV-11","SV-05","orthogonal","different decision"
"MV-11","IM-01","orthogonal","different decision"
"MV-11","IM-02","orthogonal","different decision"
"MV-11","IM-03","orthogonal","different decision"
"MV-11","IM-04","orthogonal","different decision"
"MV-11","IM-05","orthogonal","different decision"
"MV-11","IM-06","orthogonal","different decision"
"MV-11","IM-07","orthogonal","different decision"
"MV-11","IM-08","orthogonal","different decision"
"MV-12","IN-01","orthogonal","different decision"
"MV-12","IN-02","orthogonal","different decision"
"MV-12","IN-03","orthogonal","different decision"
"MV-12","IN-04","orthogonal","different decision"
"MV-12","IN-05","orthogonal","different decision"
"MV-12","SL-01","orthogonal","different decision"
"MV-12","SL-02","orthogonal","different decision"
"MV-12","SL-03","orthogonal","different decision"
"MV-12","SL-04","orthogonal","different decision"
"MV-12","SL-05","orthogonal","different decision"
"MV-12","SL-06","orthogonal","different decision"
"MV-12","SL-07","orthogonal","different decision"
"MV-12","SL-08","orthogonal","different decision"
"MV-12","SL-09","orthogonal","different decision"
"MV-12","SL-10","orthogonal","different decision"
"MV-12","SL-11","orthogonal","different decision"
"MV-12","SQ-01","orthogonal","different decision"
"MV-12","SQ-02","orthogonal","different decision"
"MV-12","SQ-03","orthogonal","different decision"
"MV-12","SQ-04","orthogonal","different decision"
"MV-12","SQ-05","orthogonal","different decision"
"MV-12","GR-01","orthogonal","different decision"
"MV-12","GR-02","orthogonal","different decision"
"MV-12","GR-03","orthogonal","different decision"
"MV-12","GR-04","orthogonal","different decision"
"MV-12","GR-05","orthogonal","different decision"
"MV-12","GR-06","orthogonal","different decision"
"MV-12","GR-07","orthogonal","different decision"
"MV-12","GR-08","orthogonal","different decision"
"MV-12","GR-09","orthogonal","different decision"
"MV-12","GR-10","orthogonal","different decision"
"MV-12","GR-11","orthogonal","different decision"
"MV-12","GR-12","orthogonal","different decision"
"MV-12","GR-13","orthogonal","different decision"
"MV-12","GR-14","orthogonal","different decision"
"MV-12","GR-15","orthogonal","different decision"
"MV-12","GR-16","orthogonal","different decision"
"MV-12","GR-17","orthogonal","different decision"
"MV-12","PS-01","orthogonal","different decision"
"MV-12","PS-02","orthogonal","different decision"
"MV-12","PS-03","orthogonal","different decision"
"MV-12","PS-04","orthogonal","different decision"
"MV-12","PS-05","orthogonal","different decision"
"MV-12","PS-06","orthogonal","different decision"
"MV-12","PS-07","orthogonal","different decision"
"MV-12","PS-08","orthogonal","different decision"
"MV-12","PS-09","orthogonal","different decision"
"MV-12","PS-10","orthogonal","different decision"
"MV-12","PS-11","orthogonal","different decision"
"MV-12","PS-12","orthogonal","different decision"
"MV-12","PS-13","orthogonal","different decision"
"MV-12","PS-14","orthogonal","different decision"
"MV-12","PS-15","orthogonal","different decision"
"MV-12","BD-01","orthogonal","different decision"
"MV-12","BD-02","orthogonal","different decision"
"MV-12","BD-03","orthogonal","different decision"
"MV-12","BD-04","orthogonal","different decision"
"MV-12","BD-05","orthogonal","different decision"
"MV-12","BD-06","orthogonal","different decision"
"MV-12","BD-07","orthogonal","different decision"
"MV-12","AR-01","orthogonal","different decision"
"MV-12","AR-02","orthogonal","different decision"
"MV-12","AR-03","orthogonal","different decision"
"MV-12","AR-04","orthogonal","different decision"
"MV-12","AR-05","orthogonal","different decision"
"MV-12","AR-06","orthogonal","different decision"
"MV-12","AR-07","orthogonal","different decision"
"MV-12","AR-08","orthogonal","different decision"
"MV-12","AR-09","orthogonal","different decision"
"MV-12","AR-10","orthogonal","different decision"
"MV-12","AR-11","orthogonal","different decision"
"MV-12","AR-12","orthogonal","different decision"
"MV-12","AR-13","orthogonal","different decision"
"MV-12","AR-14","orthogonal","different decision"
"MV-12","AR-15","orthogonal","different decision"
"MV-12","MV-01","orthogonal","different decision"
"MV-12","MV-02","orthogonal","different decision"
"MV-12","MV-03","orthogonal","different decision"
"MV-12","MV-04","orthogonal","different decision"
"MV-12","MV-05","orthogonal","different decision"
"MV-12","MV-06","orthogonal","different decision"
"MV-12","MV-07","orthogonal","different decision"
"MV-12","MV-08","orthogonal","different decision"
"MV-12","MV-09","orthogonal","different decision"
"MV-12","MV-10","orthogonal","different decision"
"MV-12","MV-11","compatible","disjoint conditions"
"MV-12","MV-12","self","same rule"
"MV-12","MV-13","orthogonal","different decision"
"MV-12","MV-14","orthogonal","different decision"
"MV-12","MV-15","orthogonal","different decision"
"MV-12","MV-16","orthogonal","different decision"
"MV-12","MV-17","orthogonal","different decision"
"MV-12","MV-18","orthogonal","different decision"
"MV-12","MV-19","orthogonal","different decision"
"MV-12","MV-20","orthogonal","different decision"
"MV-12","MV-21","orthogonal","different decision"
"MV-12","MV-22","orthogonal","different decision"
"MV-12","MV-23","orthogonal","different decision"
"MV-12","MV-24","orthogonal","different decision"
"MV-12","VS-01","orthogonal","different decision"
"MV-12","VS-02","orthogonal","different decision"
"MV-12","VS-03","orthogonal","different decision"
"MV-12","VS-04","orthogonal","different decision"
"MV-12","VS-05","orthogonal","different decision"
"MV-12","VS-06","orthogonal","different decision"
"MV-12","VS-07","orthogonal","different decision"
"MV-12","VS-08","orthogonal","different decision"
"MV-12","VS-09","orthogonal","different decision"
"MV-12","DP-01","orthogonal","different decision"
"MV-12","DP-02","orthogonal","different decision"
"MV-12","DP-03","orthogonal","different decision"
"MV-12","DP-04","orthogonal","different decision"
"MV-12","DP-05","orthogonal","different decision"
"MV-12","DP-06","orthogonal","different decision"
"MV-12","DP-07","orthogonal","different decision"
"MV-12","DP-08","orthogonal","different decision"
"MV-12","DP-09","orthogonal","different decision"
"MV-12","DP-10","orthogonal","different decision"
"MV-12","DP-11","orthogonal","different decision"
"MV-12","DP-13","orthogonal","different decision"
"MV-12","DP-12","orthogonal","different decision"
"MV-12","JS-01","orthogonal","different decision"
"MV-12","JS-02","orthogonal","different decision"
"MV-12","JS-03","orthogonal","different decision"
"MV-12","JS-04","orthogonal","different decision"
"MV-12","JS-05","orthogonal","different decision"
"MV-12","JS-06","orthogonal","different decision"
"MV-12","JS-07","orthogonal","different decision"
"MV-12","JS-08","orthogonal","different decision"
"MV-12","JS-09","orthogonal","different decision"
"MV-12","JS-10","orthogonal","different decision"
"MV-12","KB-01","orthogonal","different decision"
"MV-12","KB-02","orthogonal","different decision"
"MV-12","KB-03","orthogonal","different decision"
"MV-12","KB-04","orthogonal","different decision"
"MV-12","KB-05","orthogonal","different decision"
"MV-12","KB-06","orthogonal","different decision"
"MV-12","KB-07","orthogonal","different decision"
"MV-12","KB-08","orthogonal","different decision"
"MV-12","KB-09","orthogonal","different decision"
"MV-12","KB-10","orthogonal","different decision"
"MV-12","KB-11","orthogonal","different decision"
"MV-12","KB-12","orthogonal","different decision"
"MV-12","KB-13","orthogonal","different decision"
"MV-12","KB-15","orthogonal","different decision"
"MV-12","KB-14","orthogonal","different decision"
"MV-12","SV-01","orthogonal","different decision"
"MV-12","SV-02","orthogonal","different decision"
"MV-12","SV-03","orthogonal","different decision"
"MV-12","SV-04","orthogonal","different decision"
"MV-12","SV-05","orthogonal","different decision"
"MV-12","IM-01","orthogonal","different decision"
"MV-12","IM-02","orthogonal","different decision"
"MV-12","IM-03","orthogonal","different decision"
"MV-12","IM-04","orthogonal","different decision"
"MV-12","IM-05","orthogonal","different decision"
"MV-12","IM-06","orthogonal","different decision"
"MV-12","IM-07","orthogonal","different decision"
"MV-12","IM-08","orthogonal","different decision"
"MV-13","IN-01","orthogonal","different decision"
"MV-13","IN-02","orthogonal","different decision"
"MV-13","IN-03","orthogonal","different decision"
"MV-13","IN-04","orthogonal","different decision"
"MV-13","IN-05","orthogonal","different decision"
"MV-13","SL-01","orthogonal","different decision"
